loss,mae,mape,mse,val_loss,val_mae,val_mape,val_mse,epoch,rmse,val_rmse
151.61019897460938,9.062875747680664,23.788381576538086,151.61019897460938,169.95802307128906,9.355216979980469,20.81378936767578,169.95802307128906,48,12.313009338687653,13.036794969289387
150.7616729736328,9.037095069885254,23.72646141052246,150.7616729736328,169.4246826171875,9.33682918548584,20.769268035888672,169.4246826171875,49,12.278504508841165,13.016323698233212
149.8571014404297,9.011876106262207,23.666770935058594,149.8571014404297,168.86048889160156,9.318077087402344,20.72162437438965,168.86048889160156,50,12.24161351458335,12.99463308029902
149.0295867919922,8.988683700561523,23.61704444885254,149.0295867919922,168.40040588378906,9.299520492553711,20.680679321289062,168.40040588378906,51,12.207767477798395,12.9769181966979
148.2003936767578,8.966024398803711,23.56230926513672,148.2003936767578,167.78257751464844,9.28145980834961,20.634981155395508,167.78257751464844,52,12.173758403909526,12.953091426939302
147.40042114257812,8.943829536437988,23.51025390625,147.40042114257812,167.35366821289062,9.264617919921875,20.593385696411133,167.35366821289062,53,12.140857512654454,12.93652458015253
146.6495819091797,8.924437522888184,23.464040756225586,146.6495819091797,166.85479736328125,9.250463485717773,20.562824249267578,166.85479736328125,54,12.109896032137504,12.917228702909972
145.92185974121094,8.90566635131836,23.42159652709961,145.921875,166.43067932128906,9.240081787109375,20.541000366210938,166.43067932128906,55,12.079812705501688,12.90080149918171
145.19622802734375,8.885579109191895,23.372631072998047,145.19622802734375,165.99476623535156,9.228693008422852,20.515748977661133,165.99476623535156,56,12.04973974936155,12.88389561566499
144.52972412109375,8.867727279663086,23.329326629638672,144.52972412109375,165.35118103027344,9.214774131774902,20.48427963256836,165.35118103027344,57,12.022051577043484,12.858895015913049
143.8543243408203,8.848383903503418,23.283658981323242,143.85433959960938,164.91677856445312,9.202103614807129,20.454483032226562,164.91677856445312,58,11.99392928108255,12.841992780112172
143.2345428466797,8.831226348876953,23.242341995239258,143.2345428466797,164.4289093017578,9.18932056427002,20.427806854248047,164.4289093017578,59,11.968063454322078,12.822983634932934
142.59715270996094,8.812699317932129,23.1978759765625,142.59715270996094,163.9425048828125,9.176796913146973,20.398258209228516,163.9425048828125,60,11.941404972194894,12.804003470899737
141.98785400390625,8.794553756713867,23.154325485229492,141.98785400390625,163.48902893066406,9.16599178314209,20.373491287231445,163.48902893066406,61,11.915865642239604,12.786282842588149
141.3852081298828,8.776647567749023,23.112899780273438,141.3852081298828,163.0223388671875,9.156512260437012,20.35601806640625,163.0223388671875,62,11.890551212197137,12.768020162389606
140.75540161132812,8.758389472961426,23.06700897216797,140.75540161132812,162.63902282714844,9.147570610046387,20.33867073059082,162.63902282714844,63,11.864038166295998,12.753000542113547
140.1664276123047,8.740386962890625,23.023681640625,140.1664276123047,162.27362060546875,9.139881134033203,20.32170867919922,162.27362060546875,64,11.839190327564832,12.738666358982353
139.591796875,8.723750114440918,22.982248306274414,139.591796875,161.8425750732422,9.132441520690918,20.306467056274414,161.8425750732422,65,11.814897243522687,12.721736323051276
139.01417541503906,8.706287384033203,22.936464309692383,139.01416015625,161.37353515625,9.123204231262207,20.286386489868164,161.37353515625,66,11.790426631646966,12.70328835995822
138.42739868164062,8.689972877502441,22.8953857421875,138.42739868164062,161.034423828125,9.11617374420166,20.270008087158203,161.034423828125,67,11.765517357160315,12.689933956807064
137.8537139892578,8.670716285705566,22.844348907470703,137.8537139892578,160.66651916503906,9.108671188354492,20.251251220703125,160.66651916503906,68,11.741112127445927,12.675429742814996
137.28436279296875,8.653804779052734,22.801162719726562,137.28436279296875,160.29336547851562,9.102294921875,20.233306884765625,160.29336547851562,69,11.716840990342437,12.660701618730126
136.65988159179688,8.633944511413574,22.748247146606445,136.65988159179688,159.82814025878906,9.094141960144043,20.21697425842285,159.82814025878906,70,11.690161743611458,12.642315462714457
136.06166076660156,8.613719940185547,22.69715118408203,136.06166076660156,159.49510192871094,9.08581256866455,20.19987678527832,159.49510192871094,71,11.66454717366266,12.629137022327019
135.42117309570312,8.592944145202637,22.641122817993164,135.42117309570312,159.13287353515625,9.076318740844727,20.18299674987793,159.13287353515625,72,11.637060328781626,12.614787891009355
134.8238067626953,8.573291778564453,22.590559005737305,134.8238067626953,158.80511474609375,9.066463470458984,20.16619300842285,158.80511474609375,73,11.611365413365274,12.601790140535341
134.26809692382812,8.554621696472168,22.54039764404297,134.26809692382812,158.54092407226562,9.057024002075195,20.146955490112305,158.54092407226562,74,11.587411139846042,12.591303509655608
133.6647186279297,8.533708572387695,22.482284545898438,133.6647186279297,158.14404296875,9.045090675354004,20.12187385559082,158.14404296875,75,11.56134588306784,12.57553350632688
133.1403350830078,8.513946533203125,22.43199348449707,133.1403350830078,157.80860900878906,9.035114288330078,20.10624885559082,157.80860900878906,76,11.538645288031338,12.562189658208041
132.58499145507812,8.495454788208008,22.376407623291016,132.58499145507812,157.54591369628906,9.027021408081055,20.085100173950195,157.54591369628906,77,11.514555634286463,12.551729510162696
132.05345153808594,8.47773265838623,22.33007049560547,132.05345153808594,157.21102905273438,9.018006324768066,20.069482803344727,157.21102905273438,78,11.491451237249626,12.538382234273064
131.47360229492188,8.457615852355957,22.276060104370117,131.47360229492188,156.9697265625,9.007526397705078,20.049768447875977,156.9697265625,79,11.466193888772414,12.528755986230237
130.98931884765625,8.441873550415039,22.23255157470703,130.98931884765625,156.6009521484375,8.997596740722656,20.03106689453125,156.6009521484375,80,11.445056524441295,12.514030212063478
130.3982696533203,8.421285629272461,22.17932891845703,130.3982696533203,156.19198608398438,8.983802795410156,20.001676559448242,156.19198608398438,81,11.419206174394098,12.497679227920052
129.8667755126953,8.402148246765137,22.13319969177246,129.8667755126953,155.92442321777344,8.974135398864746,19.986276626586914,155.92442321777344,82,11.39591047317832,12.48697013761839
129.3244171142578,8.383886337280273,22.081655502319336,129.3244171142578,155.56393432617188,8.962528228759766,19.959224700927734,155.56393432617188,83,11.37208939088406,12.472527182819523
128.76316833496094,8.364052772521973,22.0294132232666,128.76316833496094,155.2548828125,8.950961112976074,19.939367294311523,155.2548828125,84,11.347385969242472,12.460131733352581
128.1754608154297,8.344705581665039,21.978185653686523,128.1754608154297,154.9532470703125,8.941826820373535,19.919723510742188,154.9532470703125,85,11.32146018919069,12.448021813537784
127.61197662353516,8.325857162475586,21.926870346069336,127.61197662353516,154.7316436767578,8.932183265686035,19.897706985473633,154.7316436767578,86,11.296547110667717,12.439117479819773
127.07332611083984,8.30697250366211,21.86969566345215,127.07332611083984,154.5096435546875,8.924201965332031,19.87939453125,154.5096435546875,87,11.272680520215227,12.430190809263046
126.4391860961914,8.285055160522461,21.813016891479492,126.4391860961914,153.96142578125,8.910141944885254,19.853652954101562,153.96142578125,88,11.244518046416726,12.408119349089532
125.75145721435547,8.26047134399414,21.745838165283203,125.75145721435547,153.66590881347656,8.89950180053711,19.829641342163086,153.66590881347656,89,11.213895719791381,12.396205419945112
125.11042785644531,8.235958099365234,21.6752986907959,125.11042785644531,153.45709228515625,8.890399932861328,19.804401397705078,153.45709228515625,90,11.185277281160504,12.387779957892223
124.49372863769531,8.214496612548828,21.62077522277832,124.49372863769531,153.0388641357422,8.880300521850586,19.779464721679688,153.0388641357422,91,11.15767577220701,12.370887766677951
123.80400085449219,8.192646026611328,21.55934715270996,123.80400085449219,152.6380615234375,8.86550521850586,19.749649047851562,152.6380615234375,92,11.126724623827632,12.354677718315338
123.19178009033203,8.169991493225098,21.49694061279297,123.19178771972656,152.3268280029297,8.855013847351074,19.724660873413086,152.3268280029297,93,11.09917959669662,12.342075514390993
122.56182861328125,8.148523330688477,21.44090461730957,122.56182861328125,151.85826110839844,8.84139633178711,19.698881149291992,151.85826110839844,94,11.07076459027475,12.323078394151294
121.93396759033203,8.126294136047363,21.382266998291016,121.93396759033203,151.47731018066406,8.827666282653809,19.674530029296875,151.47732543945312,95,11.042371465873263,12.307612499565183
121.29503631591797,8.103546142578125,21.32221794128418,121.29503631591797,151.15402221679688,8.815794944763184,19.661516189575195,151.15402221679688,96,11.013402576675292,12.29447120525307
120.66790771484375,8.0823335647583,21.264053344726562,120.66790771484375,151.11001586914062,8.80434799194336,19.646570205688477,151.11004638671875,97,10.98489452452065,12.292682635890294
120.08430480957031,8.061800956726074,21.204042434692383,120.08430480957031,150.8581085205078,8.791749000549316,19.625911712646484,150.8581085205078,98,10.958298444994565,12.28243088808188
119.5206069946289,8.044784545898438,21.158123016357422,119.5206069946289,150.69403076171875,8.784329414367676,19.621671676635742,150.69403076171875,99,10.93254805590302,12.275749702634
118.92485046386719,8.026143074035645,21.10337257385254,118.92485046386719,150.62677001953125,8.776577949523926,19.60934066772461,150.62677001953125,100,10.905267097318946,12.273009819092106
118.39328002929688,8.008386611938477,21.054279327392578,118.39328002929688,150.5960693359375,8.768049240112305,19.60258674621582,150.59608459472656,101,10.880867613811725,12.271759637261747
117.83761596679688,7.9917683601379395,21.006778717041016,117.83761596679688,150.46548461914062,8.758140563964844,19.58708953857422,150.46548461914062,102,10.855303587039696,12.266437323817401
117.30982208251953,7.975492477416992,20.96031379699707,117.30982208251953,150.3935089111328,8.748739242553711,19.568090438842773,150.3935089111328,103,10.830965888715536,12.263503125580913
116.76278686523438,7.958400726318359,20.91452980041504,116.76278686523438,150.1131591796875,8.739241600036621,19.555479049682617,150.1131591796875,104,10.805683081843293,12.252067547140259
116.24604034423828,7.943186283111572,20.87279510498047,116.24604034423828,150.14178466796875,8.734981536865234,19.54843521118164,150.14178466796875,105,10.781745700221197,12.253235681564636
115.75813293457031,7.928765773773193,20.829647064208984,115.75813293457031,150.20053100585938,8.732261657714844,19.54798126220703,150.20053100585938,106,10.75909535855921,12.255632623649396
115.24140930175781,7.912210464477539,20.781967163085938,115.24140167236328,150.21536254882812,8.731200218200684,19.548137664794922,150.21536254882812,107,10.73505480527991,12.25623769958906
114.7299575805664,7.896701812744141,20.734586715698242,114.7299575805664,150.1900634765625,8.729084014892578,19.548791885375977,150.1900634765625,108,10.711207101936102,12.255205566475109
114.20199584960938,7.880148887634277,20.688440322875977,114.20199584960938,150.16444396972656,8.72618293762207,19.546611785888672,150.16444396972656,109,10.686533387848904,12.254160271912824
113.73974609375,7.8668694496154785,20.64786148071289,113.73974609375,150.33103942871094,8.72594165802002,19.552204132080078,150.33103942871094,110,10.664883782477425,12.2609558937593
113.22271728515625,7.852923393249512,20.60722541809082,113.22271728515625,150.3904266357422,8.724727630615234,19.550922393798828,150.3904266357422,111,10.640616395921631,12.263377456302248
112.74854278564453,7.839378356933594,20.569793701171875,112.74854278564453,150.28053283691406,8.718047142028809,19.53542709350586,150.280517578125,112,10.618311673031855,12.258895446904056
112.28866577148438,7.823909282684326,20.52687644958496,112.28866577148438,150.4540252685547,8.71597957611084,19.5291805267334,150.4540252685547,113,10.596634643672697,12.265970213095851
111.85442352294922,7.808783531188965,20.482816696166992,111.85442352294922,150.4128875732422,8.708632469177246,19.51262855529785,150.4128875732422,114,10.576125165813291,12.264293195013
111.39408874511719,7.794583797454834,20.439586639404297,111.39408874511719,150.54440307617188,8.70672607421875,19.51133918762207,150.54440307617188,115,10.554339806217971,12.26965374719971
110.9400634765625,7.7799296379089355,20.398683547973633,110.9400634765625,150.3640899658203,8.69649887084961,19.487051010131836,150.3640899658203,116,10.532808907246087,12.262303615790156
110.4731674194336,7.76580810546875,20.357255935668945,110.4731674194336,150.61717224121094,8.694226264953613,19.47824478149414,150.61717224121094,117,10.510621647620734,12.272618801266946
109.95611572265625,7.74960994720459,20.305822372436523,109.95611572265625,150.5231170654297,8.687719345092773,19.46503257751465,150.5231170654297,118,10.485996172164867,12.268786291456449
109.47808074951172,7.735129356384277,20.26447105407715,109.47808074951172,150.55303955078125,8.68170166015625,19.451196670532227,150.55303955078125,119,10.46317737350905,12.270005686664584
108.94570922851562,7.718966007232666,20.21621322631836,108.94570922851562,150.6044464111328,8.678061485290527,19.439544677734375,150.6044464111328,120,10.437706128671932,12.272100325988735
108.50919342041016,7.706352710723877,20.175334930419922,108.5091781616211,150.73866271972656,8.673813819885254,19.431184768676758,150.73866271972656,121,10.416773884539353,12.277567459384068
107.97319030761719,7.690081596374512,20.125417709350586,107.97319030761719,150.82679748535156,8.670791625976562,19.424673080444336,150.82679748535156,122,10.391014883427758,12.281156194974134
107.49653625488281,7.6740241050720215,20.080913543701172,107.49653625488281,150.7871551513672,8.660691261291504,19.3961124420166,150.7871551513672,123,10.368053638696262,12.279542139321286
107.00263214111328,7.658193111419678,20.03868865966797,107.00263214111328,150.82070922851562,8.654267311096191,19.38813018798828,150.82070922851562,124,10.344207661349094,12.28090832261668
106.51497650146484,7.641634941101074,19.992279052734375,106.51497650146484,150.83241271972656,8.645462036132812,19.360960006713867,150.83241271972656,125,10.3206093086341,12.28138480464343
106.05770874023438,7.625463962554932,19.9462947845459,106.05770874023438,150.8925018310547,8.638787269592285,19.349319458007812,150.8925018310547,126,10.29843234381983,12.28383091022726
105.54489135742188,7.606954097747803,19.890430450439453,105.54489135742188,150.69216918945312,8.627079963684082,19.31835174560547,150.69216918945312,127,10.273504336759773,12.275673879239914
105.05745697021484,7.588138580322266,19.83622169494629,105.05745697021484,150.7745361328125,8.622231483459473,19.314056396484375,150.7745361328125,128,10.24975399559496,12.279028305725681
104.59305572509766,7.5704121589660645,19.78595733642578,104.59305572509766,150.7099609375,8.61291790008545,19.29372215270996,150.7099609375,129,10.227074641611727,12.276398532855636
104.07918548583984,7.550580978393555,19.72968864440918,104.07918548583984,150.62786865234375,8.603678703308105,19.271106719970703,150.6278839111328,130,10.201920676315801,12.273055198732417
103.63951873779297,7.533202648162842,19.68041229248047,103.63951873779297,150.54884338378906,8.593645095825195,19.246246337890625,150.54884338378906,131,10.18034963730583,12.269834692602386
103.18772888183594,7.515072345733643,19.633174896240234,103.18772888183594,150.65399169921875,8.58800220489502,19.233959197998047,150.65399169921875,132,10.158136092897946,12.274118774853807
102.77371215820312,7.498979091644287,19.58616065979004,102.77371215820312,150.48939514160156,8.579602241516113,19.209447860717773,150.48939514160156,133,10.137737033391778,12.267411917010106
102.31780242919922,7.4815592765808105,19.540740966796875,102.31780242919922,150.40838623046875,8.571677207946777,19.186681747436523,150.4083709716797,134,10.115226266831565,12.264109057395066
101.92747497558594,7.465873718261719,19.496368408203125,101.92747497558594,150.35760498046875,8.564187049865723,19.167261123657227,150.35760498046875,135,10.095913776156467,12.262039185244383
101.482421875,7.448310852050781,19.446983337402344,101.482421875,150.20706176757812,8.554608345031738,19.139196395874023,150.20704650878906,136,10.07384841433501,12.255898437437748
101.09317779541016,7.432991981506348,19.403779983520508,101.09317779541016,150.37994384765625,8.551019668579102,19.12613296508789,150.37994384765625,137,10.054510321015647,12.262950046691712
100.70125579833984,7.417322158813477,19.361534118652344,100.70125579833984,150.29385375976562,8.542967796325684,19.10331916809082,150.29385375976562,138,10.035001534545964,12.259439373795427
100.29003143310547,7.4018096923828125,19.3209285736084,100.29003143310547,150.1021270751953,8.531888008117676,19.07120132446289,150.1021270751953,139,10.014491072096748,12.251617324875737
99.92671203613281,7.387277603149414,19.28605079650879,99.92671203613281,150.08770751953125,8.524702072143555,19.05144691467285,150.0877227783203,140,9.996334930169798,12.25102945789946
99.55684661865234,7.372646808624268,19.25247573852539,99.55684661865234,149.90142822265625,8.515109062194824,19.026382446289062,149.90142822265625,141,9.97781772827367,12.243423876622758
99.17544555664062,7.357789039611816,19.2158145904541,99.17544555664062,149.8499755859375,8.50674819946289,19.001028060913086,149.84999084472656,142,9.958686939383155,12.241323083912398
98.84599304199219,7.343766212463379,19.18129539489746,98.84599304199219,149.7416534423828,8.498764991760254,18.9841251373291,149.7416534423828,143,9.942132218090453,12.236897214669362
98.50419616699219,7.331124305725098,19.146865844726562,98.50419616699219,149.6377716064453,8.486383438110352,18.946725845336914,149.6377716064453,144,9.924928018227245,12.232651863207966
98.18699645996094,7.318216323852539,19.11568260192871,98.18699645996094,149.47247314453125,8.476712226867676,18.92836570739746,149.47247314453125,145,9.908935182952856,12.22589355198757
97.83372497558594,7.30547571182251,19.081668853759766,97.83372497558594,149.2308807373047,8.464946746826172,18.899627685546875,149.2308807373047,146,9.89109321438161,12.216009198478229
97.55731964111328,7.294149398803711,19.05379867553711,97.55731964111328,149.2357940673828,8.458137512207031,18.883190155029297,149.2357940673828,147,9.87711089545487,12.216210298917698
97.21399688720703,7.280917644500732,19.019699096679688,97.21399688720703,149.22293090820312,8.452888488769531,18.872114181518555,149.22293090820312,148,9.859715862397204,12.21568380845719
96.91761016845703,7.269155025482178,18.988075256347656,96.91761016845703,149.05209350585938,8.44726276397705,18.85988426208496,149.05209350585938,149,9.844674203266303,12.20868926240075
96.62847900390625,7.257724285125732,18.966217041015625,96.62846374511719,148.9160614013672,8.438027381896973,18.84119987487793,148.9160614013672,150,9.82997781000126,12.20311687239646
96.26763153076172,7.243040561676025,18.93065071105957,96.26763153076172,148.975341796875,8.434469223022461,18.83586883544922,148.975341796875,151,9.811606980039596,12.205545534586932
95.98757934570312,7.231132507324219,18.898712158203125,95.98757934570312,148.79417419433594,8.424388885498047,18.810726165771484,148.79417419433594,152,9.797325111769188,12.198121748627365
95.68083953857422,7.216742038726807,18.861845016479492,95.68083953857422,148.69129943847656,8.418301582336426,18.800994873046875,148.69129943847656,153,9.781658322522528,12.193904191786835
95.37680053710938,7.204311847686768,18.83527183532715,95.37680053710938,148.5090789794922,8.40903377532959,18.7824764251709,148.5090789794922,154,9.766104675719454,12.186430116301171
95.0645751953125,7.1921868324279785,18.810728073120117,95.0645751953125,148.4701385498047,8.40451717376709,18.7817440032959,148.4701385498047,155,9.75010641969166,12.184832315210771
94.69681549072266,7.177299499511719,18.775325775146484,94.69681549072266,148.50143432617188,8.40498161315918,18.79157829284668,148.50143432617188,156,9.731228878755378,12.186116457927517
94.38900756835938,7.164111137390137,18.744348526000977,94.38900756835938,148.65884399414062,8.399370193481445,18.785541534423828,148.65884399414062,157,9.715400535662921,12.192573313051705
94.03553009033203,7.148699760437012,18.710601806640625,94.03553771972656,148.6943359375,8.400423049926758,18.796024322509766,148.6943359375,158,9.697192259604146,12.194028700044132
93.73104858398438,7.13626766204834,18.67949676513672,93.73104858398438,148.66360473632812,8.394933700561523,18.78889274597168,148.66358947753906,159,9.681479669140682,12.192767916988293
93.3445053100586,7.1195783615112305,18.64628028869629,93.3445053100586,148.5637664794922,8.391236305236816,18.78554916381836,148.5637664794922,160,9.661496018218845,12.188673696489385
93.03367614746094,7.10571813583374,18.61752700805664,93.03367614746094,148.575927734375,8.388659477233887,18.779449462890625,148.575927734375,161,9.645396629867584,12.189172561514379
92.70548248291016,7.090706825256348,18.5845890045166,92.70548248291016,148.457763671875,8.384456634521484,18.77474594116211,148.457763671875,162,9.628368630402045,12.184324506179035
92.39968872070312,7.077393054962158,18.56131935119629,92.39968872070312,148.4232635498047,8.377917289733887,18.75824737548828,148.4232635498047,163,9.612475681150155,12.182908665413391
92.07496643066406,7.063323497772217,18.535198211669922,92.07496643066406,148.20721435546875,8.372694969177246,18.74479866027832,148.2072296142578,164,9.595570146201009,12.174039165957115
91.78706359863281,7.05092716217041,18.510597229003906,91.78706359863281,148.14456176757812,8.367030143737793,18.735733032226562,148.14456176757812,165,9.580556539086485,12.171465062496713
91.45994567871094,7.036111354827881,18.484193801879883,91.45994567871094,147.97154235839844,8.36518383026123,18.737138748168945,147.97154235839844,166,9.563469332763656,12.164355402502775
91.14208221435547,7.023467540740967,18.46114158630371,91.14208221435547,147.8754425048828,8.356986999511719,18.713253021240234,147.8754425048828,167,9.546836241098696,12.160404701525472
90.83075714111328,7.009352207183838,18.431711196899414,90.83075714111328,147.81993103027344,8.353535652160645,18.712329864501953,147.81993103027344,168,9.530517149720328,12.158122019056785
90.52838134765625,6.9962029457092285,18.408403396606445,90.52838134765625,147.5416717529297,8.345067977905273,18.694751739501953,147.5416717529297,169,9.514640368803029,12.146673279253447
